Symbol,Name,MarketCap,Sector,Industry
MELR,"Melrose Bancorp, Inc.",45276175,Finance,Major Banks
MEMP,Memorial Production Partners LP,12557933,Energy,Oil & Gas Production
MENT,Mentor Graphics Corporation,4067637349,Technology,EDP Services
MTSL,MER Telemanagement Solutions Ltd.,6953484,Public Utilities,Telecommunications Equipment
MELI,"MercadoLibre, Inc.",9394920765,Miscellaneous,Business Services
MBWM,Mercantile Bank Corporation,551765119,Finance,Major Banks
MERC,Mercer International Inc.,786033777,Basic Industries,Paper
MBVT,"Merchants Bancshares, Inc.",352547123,Finance,Major Banks
MRCY,Mercury Systems Inc,1806990854,Capital Goods,Electrical Products
EBSB,"Meridian Bancorp, Inc.",1018325995,Finance,Major Banks
VIVO,Meridian Bioscience Inc.,544410921,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MRDN,"Meridian Waste Solutions, Inc",5010779,Basic Industries,Miscellaneous
MRDNW,"Meridian Waste Solutions, Inc",0,Basic Industries,Miscellaneous
MMSI,"Merit Medical Systems, Inc.",1362134011,Health Care,Medical/Dental Instruments
MACK,"Merrimack Pharmaceuticals, Inc.",403932068,Health Care,Major Pharmaceuticals
MSLI,Merus Labs International Inc.,111138211,Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,453739331,Health Care,Major Pharmaceuticals
MLAB,"Mesa Laboratories, Inc.",465030465,Capital Goods,Industrial Machinery/Components
MESO,Mesoblast Limited,27939390,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASH,"Meta Financial Group, Inc.",786913160,Finance,Savings Institutions
MEOH,Methanex Corporation,4456204765,Basic Industries,Major Chemicals
MFRI,"MFRI, Inc.",61308463,Capital Goods,Pollution Control Equipment
MGCD,MGC Diagnostics Corporation,42998901,Health Care,Medical/Dental Instruments
MGEE,MGE Energy Inc.,2225709354,Energy,Electric Utilities: Central
MGPI,"MGP Ingredients, Inc.",783970893,Consumer Non-Durables,Beverages (Production/Distribution)
MBOT,Microbot Medical Inc. ,174133724,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCHP,Microchip Technology Incorporated,15864477695,Technology,Semiconductors
MU,"Micron Technology, Inc.",28197364702,Technology,Semiconductors
MICT,"Micronet Enertec Technologies, Inc.",8840800,Capital Goods,Electrical Products
MICTW,"Micronet Enertec Technologies, Inc.",0,Capital Goods,Electrical Products
MSCC,Microsemi Corporation,6052418764,Technology,Semiconductors
MSFT,Microsoft Corporation,496493790935,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,2172705860,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",110310968,Capital Goods,Industrial Machinery/Components
MPB,Mid Penn Bancorp,120648965,Finance,Major Banks
MTP,Midatech Pharma PLC,5397124,Health Care,Major Pharmaceuticals
MCEP,"Mid-Con Energy Partners, LP",82273589,Energy,Oil & Gas Production
MBRG,Middleburg Financial Corporation,255275488,Finance,Major Banks
MBCN,Middlefield Banc Corp.,95663178,Finance,Major Banks
MSEX,Middlesex Water Company,617359619,Public Utilities,Water Supply
MSBI,"Midland States Bancorp, Inc.",540321932,Finance,Major Banks
MOFG,"MidWestOne Financial Group, Inc.",420629321,Finance,Major Banks
MIME,Mimecast Limited,1133288541,Technology,Computer Software: Prepackaged Software
MDXG,"MiMedx Group, Inc",917354271,Health Care,Medical/Dental Instruments
MNDO,MIND C.T.I. Ltd.,54974879,Technology,EDP Services
MB,"MINDBODY, Inc.",1108332471,Technology,EDP Services
NERV,"Minerva Neurosciences, Inc",288899868,Health Care,Major Pharmaceuticals
MGEN,"Miragen Therapeutics, Inc.",349107000,Health Care,Medical Specialities
MRTX,"Mirati Therapeutics, Inc.",139589559,Health Care,Major Pharmaceuticals
MIRN,"Mirna Therapeutics, Inc.",48130855,Health Care,Major Pharmaceuticals
MSON,"MISONIX, Inc.",91209584,Capital Goods,Medical Specialities
MIND,"Mitcham Industries, Inc.",59844302,Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",0,Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",199645782,Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,792808432,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,"MKS Instruments, Inc.",3499604290,Capital Goods,Industrial Machinery/Components
MMAC,"MMA Capital Management, LLC",132350206,Finance,Real Estate
MINI,"Mobile Mini, Inc.",1436955281,Capital Goods,Metal Fabrications
MOBL,"MobileIron, Inc.",401519219,Technology,Computer Software: Prepackaged Software
MOCO,"MOCON, Inc.",115914488,Capital Goods,Industrial Machinery/Components
MDSY,ModSys International Ltd.,17170996,Technology,EDP Services
MLNK,"ModusLink Global Solutions, Inc",79012621,Miscellaneous,Business Services
MBRX,"Moleculin Biotech, Inc.",13138039,Health Care,Major Pharmaceuticals
MNTA,"Momenta Pharmaceuticals, Inc.",1077795030,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Momo Inc.,2116001376,Technology,Computer Software: Prepackaged Software
MCRI,"Monarch Casino & Resort, Inc.",485617878,Consumer Services,Hotels/Resorts
MDLZ,"Mondelez International, Inc.",66758750150,Consumer Non-Durables,Packaged Foods
MGI,"Moneygram International, Inc.",674601710,Miscellaneous,Business Services
MPWR,"Monolithic Power Systems, Inc.",3613036010,Technology,Semiconductors
TYPE,Monotype Imaging Holdings Inc.,829518277,Technology,EDP Services
MNRO,"Monro Muffler Brake, Inc.",1857902851,Consumer Services,Automotive Aftermarket
MRCC,Monroe Capital Corporation,259935200,n/a,n/a
MNST,Monster Beverage Corporation,27430840000,Consumer Non-Durables,Beverages (Production/Distribution)
MSDI,"Monster Digital, Inc.",10171067,Technology,Electronic Components
MSDIW,"Monster Digital, Inc.",0,Technology,Electronic Components
MORN,"Morningstar, Inc.",3433817440,Finance,Investment Managers
MOSY,"MoSys, Inc.",15184085,Technology,Semiconductors
MTFB,Motif Bio plc,12829666,Health Care,Major Pharmaceuticals
MTFBW,Motif Bio plc,0,Health Care,Major Pharmaceuticals
MPAA,"Motorcar Parts of America, Inc.",528473132,Capital Goods,Auto Parts:O.E.M.
MPVD,Mountain Province Diamonds Inc.,623293449,Basic Industries,Precious Metals
MOXC,"Moxian, Inc.",212412821,Technology,"Computer Software: Programming, Data Processing"
MRVC,"MRV Communications, Inc.",50722893,Technology,Semiconductors
MSBF,MSB Financial Corp.,95659987,Finance,Savings Institutions
MSG,MSG Networks Inc.,4544278842,Consumer Services,Services-Misc. Amusement & Recreation
MTGE,MTGE Investment Corp.,757956900,Consumer Services,Real Estate Investment Trusts
MTGEP,MTGE Investment Corp.,51479800,Consumer Services,Real Estate Investment Trusts
MTSC,MTS Systems Corporation,922127058,Capital Goods,Industrial Machinery/Components
LABL,Multi-Color Corporation,1235394164,Miscellaneous,Publishing
MFSF,MutualFirst Financial Inc.,229614705,Finance,Major Banks
MYSZ,"My Size, Inc.",40492326,Technology,Computer Software: Prepackaged Software
MYL,Mylan N.V.,24176055331,Health Care,Major Pharmaceuticals
MYOK,"MyoKardia, Inc.",394433925,Health Care,Major Pharmaceuticals
MYOS,MYOS RENS Technology Inc.,17372647,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",624434189,Basic Industries,Water Supply
MYGN,"Myriad Genetics, Inc.",1317571125,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBRV,Nabriva Therapeutics AG,269076240,Health Care,Major Pharmaceuticals
NAKD,Naked Brand Group Inc.,17119857,Consumer Non-Durables,Apparel
NNDM,Nano Dimension Ltd.,16790323,Technology,Electrical Products
NANO,Nanometrics Incorporated,671997196,Capital Goods,Industrial Machinery/Components
NSTG,"NanoString Technologies, Inc.",403277088,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NH,"NantHealth, Inc.",869290621,Technology,EDP Services
NK,"NantKwest, Inc.",368218436,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,"NAPCO Security Technologies, Inc.",172037220,Consumer Durables,Telecommunications Equipment
NDAQ,"Nasdaq, Inc.",11744276791,Finance,Investment Bankers/Brokers/Service
NTRA,"Natera, Inc.",509682824,Health Care,Medical Specialities
NATH,"Nathan&#39;s Famous, Inc.",258525164,Consumer Services,Restaurants
NAUH,"National American University Holdings, Inc.",61291480,Consumer Services,Other Consumer Services
NKSH,"National Bankshares, Inc.",274839973,Finance,Major Banks
FIZZ,National Beverage Corp.,2820741105,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,"National CineMedia, Inc.",806851955,Consumer Services,Advertising
NCOM,National Commerce Corporation,407311652,Finance,Major Banks
NGHC,National General Holdings Corp,2610099123,Finance,Property-Casualty Insurers
NGHCN,National General Holdings Corp,0,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,0,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,56151040,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp,0,Finance,Property-Casualty Insurers
NHLD,National Holdings Corporation,37686885,Finance,Investment Bankers/Brokers/Service
NHLDW,National Holdings Corporation,0,Finance,Investment Bankers/Brokers/Service
NATI,National Instruments Corporation,4182499579,Technology,Computer Software: Prepackaged Software
NRCIA,National Research Corporation,462967450,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRCIB,National Research Corporation,978420017,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,"National Security Group, Inc.",44808634,Finance,Life Insurance
NWLI,"National Western Life Group, Inc.",1189026282,Finance,Life Insurance
NAII,"Natural Alternatives International, Inc.",61506405,Consumer Durables,Specialty Chemicals
NHTC,Natural Health Trends Corp.,314461281,Consumer Durables,Consumer Specialties
NATR,"Nature&#39;s Sunshine Products, Inc.",214736895,Health Care,Major Pharmaceuticals
BABY,Natus Medical Incorporated,1235788033,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ISM,Navient Corporation,0,Finance,Finance: Consumer Services
JSM,Navient Corporation,0,Finance,Finance: Consumer Services
NAVI,Navient Corporation,4337482110,Finance,Investment Bankers/Brokers/Service
OSM,Navient Corporation,0,Finance,Finance: Consumer Services
NBTB,NBT Bancorp Inc.,1727861696,Finance,Major Banks
NCIT,"NCI, Inc.",196254934,Technology,EDP Services
NKTR,Nektar Therapeutics,2237508704,Health Care,Major Pharmaceuticals
NEOG,Neogen Corporation,2481390342,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,"NeoGenomics, Inc.",635954660,Health Care,Precision Instruments
NEON,Neonode Inc.,79616540,Capital Goods,Industrial Machinery/Components
NEOS,"Neos Therapeutics, Inc.",94759876,Health Care,Major Pharmaceuticals
NEOT,"Neothetics, Inc.",20327889,Health Care,Major Pharmaceuticals
NVCN,Neovasc Inc.,103862015,Health Care,Medical/Dental Instruments
NEPT,Neptune Technologies & Bioresources Inc,83401736,Health Care,Major Pharmaceuticals
UEPS,"Net 1 UEPS Technologies, Inc.",698640289,Finance,Investment Bankers/Brokers/Service
NETE,"Net Element, Inc.",13804678,Technology,EDP Services
NTAP,"NetApp, Inc.",11596716838,Technology,Electronic Components
NTES,"NetEase, Inc.",22409603389,Miscellaneous,Business Services
NFLX,"Netflix, Inc.",59887469050,Consumer Services,Consumer Electronics/Video Chains
NTGR,"NETGEAR, Inc.",1796424562,Public Utilities,Telecommunications Equipment
NLST,"Netlist, Inc.",59732820,Technology,Semiconductors
NTCT,"NetScout Systems, Inc.",3368580294,Technology,EDP Services
NTWK,NetSol Technologies Inc.,56614228,Technology,Computer Software: Prepackaged Software
CUR,"Neuralstem, Inc.",46999975,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBIX,"Neurocrine Biosciences, Inc.",3826061813,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NDRM,NeuroDerm Ltd.,762171803,Health Care,Major Pharmaceuticals
NURO,"NeuroMetrix, Inc.",4828090,Health Care,Medical/Dental Instruments
NUROW,"NeuroMetrix, Inc.",0,Health Care,Medical/Dental Instruments
NBEV,New Age Beverages Corporation,86067417,Consumer Non-Durables,Beverages (Production/Distribution)
NYMT,"New York Mortgage Trust, Inc.",719576564,Consumer Services,Real Estate Investment Trusts
NYMTO,"New York Mortgage Trust, Inc.",0,Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",0,Finance,Finance: Consumer Services
NLNK,NewLink Genetics Corporation,595511694,Health Care,Major Pharmaceuticals
NWS,News Corporation,7704756174,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,7501234313,Consumer Services,Newspapers/Magazines
NEWS,"NewStar Financial, Inc.",439864665,Finance,Finance: Consumer Services
NEWT,Newtek Business Services Corp.,285121369,n/a,n/a
NEWTL,Newtek Business Services Corp.,0,n/a,n/a
NEWTZ,Newtek Business Services Corp.,0,n/a,n/a
NXEO,"Nexeo Solutions, Inc.",822332681,Consumer Durables,Specialty Chemicals
NXEOU,"Nexeo Solutions, Inc.",0,Consumer Durables,Specialty Chemicals
NXEOW,"Nexeo Solutions, Inc.",0,Consumer Durables,Specialty Chemicals
NXST,"Nexstar Media Group, Inc.",3398100000,Consumer Services,Broadcasting
NVET,Nexvet Biopharma plc,39370212,Health Care,Major Pharmaceuticals
NFEC,NF Energy Saving Corporation,6919421,Capital Goods,Metal Fabrications
EGOV,NIC Inc.,1389252448,Miscellaneous,Business Services
NICE,NICE Ltd,2682156188,Technology,Computer Manufacturing
NICK,"Nicholas Financial, Inc.",84713310,Finance,Finance Companies
NCBS,Nicolet Bankshares Inc.,417728520,Finance,Major Banks
NIHD,"NII Holdings, Inc.",186448687,Public Utilities,Telecommunications Equipment
NVLS,"Nivalis Therapeutics, Inc.",42193596,Health Care,Major Pharmaceuticals
NMIH,NMI Holdings Inc,653554029,Finance,Property-Casualty Insurers
NNBR,"NN, Inc.",616977778,Capital Goods,Metal Fabrications
NDLS,Noodles & Company,103128128,Consumer Services,Restaurants
NDSN,Nordson Corporation,7194851350,Capital Goods,Industrial Machinery/Components
NSYS,Nortech Systems Incorporated,11705760,Capital Goods,Industrial Machinery/Components
NBN,Northeast Bancorp,123637290,Finance,Major Banks
NTIC,Northern Technologies International Corporation,70569170,Capital Goods,Industrial Specialties
NTRS,Northern Trust Corporation,20296134860,Finance,Major Banks
NTRSP,Northern Trust Corporation,428320000,Finance,Major Banks
NFBK,"Northfield Bancorp, Inc.",907933771,Finance,Savings Institutions
NRIM,Northrim BanCorp Inc,201073494,Finance,Savings Institutions
NWBI,"Northwest Bancshares, Inc.",1834657284,Finance,Major Banks
NWPX,Northwest Pipe Company,163793248,Basic Industries,Steel/Iron Ore
NCLH,Norwegian Cruise Line Holdings Ltd.,11391212505,Consumer Services,Marine Transportation
NWFL,Norwood Financial Corp.,155175982,Finance,Major Banks
NVFY,"Nova Lifestyle, Inc",46851205,Consumer Durables,Home Furnishings
NVMI,Nova Measuring Instruments Ltd.,451155659,Capital Goods,Electronic Components
NVDQ,Novadaq Technologies Inc,444676163,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NOVN,"Novan, Inc.",101848031,Health Care,Major Pharmaceuticals
NOVT,Novanta Inc.,880032089,Miscellaneous,Industrial Machinery/Components
NVAX,"Novavax, Inc.",399762143,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVLN,Novelion Therapeutics Inc. ,196792030,Health Care,Major Pharmaceuticals
NVCR,NovoCure Limited,670461707,Health Care,Medical/Dental Instruments
NVGN,Novogen Limited,12314314,Health Care,Major Pharmaceuticals
NUAN,"Nuance Communications, Inc.",5006140007,Technology,Computer Software: Prepackaged Software
NMRX,Numerex Corp.,99875299,Consumer Durables,Telecommunications Equipment
NTNX,"Nutanix, Inc.",3271921051,Technology,Computer Software: Prepackaged Software
NUTR,Nutraceutical International Corporation,315755715,Consumer Durables,Specialty Chemicals
NTRI,NutriSystem Inc,1462596385,Consumer Services,Catalog/Specialty Distribution
NUVA,"NuVasive, Inc.",3828345913,Health Care,Medical/Dental Instruments
NVTR,Nuvectra Corporation,75668537,Health Care,Medical/Dental Instruments
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,770046559,n/a,n/a
NVEE,"NV5 Global, Inc.",390341375,Consumer Services,Other Consumer Services
NVEC,NVE Corporation,380672687,Technology,Semiconductors
NVDA,NVIDIA Corporation,53053770000,Technology,Semiconductors
NXPI,NXP Semiconductors N.V.,34633540505,Technology,Semiconductors
NXTM,"NxStage Medical, Inc.",1846276539,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXTD,NXT-ID Inc.,12879187,Consumer Services,Diversified Commercial Services
NXTDW,NXT-ID Inc.,0,Consumer Services,Diversified Commercial Services
NYMX,Nymox Pharmaceutical Corporation,171873727,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM,O2Micro International Limited,75090357,Technology,Semiconductors
OVLY,Oak Valley Bancorp (CA),119108645,Finance,Major Banks
OASM,Oasmia Pharmaceutical AB,1381081,Health Care,Major Pharmaceuticals
OBLN,"Obalon Therapeutics, Inc.",154648950,Health Care,Medical/Dental Instruments
OBSV,ObsEva SA,389354783,Health Care,Major Pharmaceuticals
OBCI,"Ocean Bio-Chem, Inc.",38965952,Consumer Durables,Specialty Chemicals
OPTT,"Ocean Power Technologies, Inc.",15992231,Public Utilities,Electric Utilities: Central
ORIG,Ocean Rig UDW Inc.,60660042,Energy,Oil & Gas Production
